nodes_reporting_id,id,parent_node_id,unique_id,name,active,folder_id,node_type_id,archive_number,metadata,created_at,updated_at,csv_errors,heartbeat,application_id,device_location,device_location_note,vendor_device_id,vendor_id,order_status,functionName,functionVersion,iccid,model
71,10706,10706,mnt-86622,Hot Water Overflow Pipe - Water,False,5083,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Hot water overflow pipe"",""device_location_note"":""\u003cp\u003e\r\n\tS-41 - Point sensor by the drain to alert if water is being wasted.\u003c/p\u003e\r\n"",""vendor_device_id"":""86622"",""vendor_id"":""2""}",2018-01-24 17:56:55,2018-11-02 21:06:38,,120,4,Hot water overflow pipe,"<p>
	S-41 - Point sensor by the drain to alert if water is being wasted.</p>
",86622,2,,,,,
72,10707,10707,mnt-98812,Behind Dryers on East Wall - Temperature - RAT,True,5083,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Behind Dryers on East Wall"",""device_location_note"":""\u003cp\u003e\r\n\tS-37\u003c/p\u003e\r\n"",""vendor_device_id"":""98812"",""vendor_id"":""2""}",2018-01-24 17:56:56,2018-11-02 21:06:38,,15,2,Behind Dryers on East Wall,"<p>
	S-37</p>
",98812,2,,,,,
73,10708,10708,mnt-98814,Hot Water Heater Room - Temperature - RAT,True,5083,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Hot Water Heater Room"",""device_location_note"":""S-39\n"",""vendor_device_id"":""98814"",""vendor_id"":""2""}",2018-01-24 17:56:56,2018-11-02 21:06:39,,15,2,Hot Water Heater Room,"S-39
",98814,2,,,,,
74,10709,10709,mnt-98961,Behind Dryers on South Wall - Temperature - RAT,True,5083,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Behind Dryers on South Wall"",""device_location_note"":""\u003cp\u003e\r\n\tS-38\u003c/p\u003e\r\n"",""vendor_device_id"":""98961"",""vendor_id"":""2""}",2018-01-24 17:56:56,2018-11-02 21:06:39,,15,2,Behind Dryers on South Wall,"<p>
	S-38</p>
",98961,2,,,,,
75,10710,10710,mnt-189871,Manure Lagoon Test 10V,True,5139,180,0,"{""Heartbeat"":""10"",""application_id"":""74"",""device_location"":""Testing"",""vendor_id"":""2""}",2018-01-24 18:16:07,2018-11-02 21:06:40,,10,74,Testing,,,2,,,,,
76,10731,10731,mnt-109681,Gateway - Room 211,True,5126,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""109681"",""vendor_id"":""2""}",2018-01-24 19:46:43,2018-11-02 21:06:40,,15,0,,,109681,2,,,,,
77,10732,10732,mnt-127154,Hot Water Supply to Cafeteria - Temperature - HBR,True,5126,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Hot Water Supply to Cafeteria"",""device_location_note"":"""",""vendor_device_id"":""127154"",""vendor_id"":""2""}",2018-01-24 19:46:43,2018-11-02 21:06:41,,15,2,Hot Water Supply to Cafeteria,,127154,2,,,,,
78,10733,10733,mnt-127293,P-1 Hot Water Pump Motor - Vibration,False,5126,193,0,"{""Heartbeat"":""15"",""application_id"":""95"",""device_location"":""P-1 Hot Water Pump Motor"",""device_location_note"":"""",""vendor_device_id"":""127293"",""vendor_id"":""2""}",2018-01-24 19:46:43,2018-11-02 21:06:41,,15,95,P-1 Hot Water Pump Motor,,127293,2,,,,,
79,10734,10734,mnt-131700,P-4 Cold Water Pump (new) - Vibration,False,5126,193,0,"{""Heartbeat"":""15"",""application_id"":""95"",""device_location"":""Water Main"",""device_location_note"":"""",""vendor_device_id"":""131700"",""vendor_id"":""2""}",2018-01-24 19:46:44,2018-11-02 21:06:42,,15,95,Water Main,,131700,2,,,,,
80,10736,10736,mnt-142340,P-3 Cold Water Pump Motor - Vibration,False,5126,193,0,"{""Heartbeat"":""15"",""application_id"":""95"",""device_location"":""P-3 Cold Water Pump Motor"",""device_location_note"":"""",""vendor_device_id"":""142340"",""vendor_id"":""2""}",2018-01-24 19:46:44,2018-11-02 21:06:42,,15,95,P-3 Cold Water Pump Motor,,142340,2,,,,,
81,10737,10737,mnt-142341,P-2 Hot Water Pump Motor - Vibration,False,5126,193,0,"{""Heartbeat"":""15"",""application_id"":""95"",""device_location"":""P-2 Hot Water Pump Motor"",""device_location_note"":"""",""vendor_device_id"":""142341"",""vendor_id"":""2""}",2018-01-24 19:46:44,2018-11-02 21:06:43,,15,95,P-2 Hot Water Pump Motor,,142341,2,,,,,
82,10738,10738,mnt-142342,P-4 Cold Water Pump Motor - Vibration,False,5126,193,0,"{""Heartbeat"":""20"",""application_id"":""95"",""device_location"":""P-4 Water Pump Motor"",""device_location_note"":"""",""vendor_device_id"":""142342"",""vendor_id"":""2""}",2018-01-24 19:46:45,2018-11-02 21:06:43,,20,95,P-4 Water Pump Motor,,142342,2,,,,,
83,10739,10739,mnt-142351,Radio Room (2nd Floor) - Humidity - HMD,True,5126,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Radio Room, 2nd Floor"",""device_location_note"":"""",""vendor_device_id"":""142351"",""vendor_id"":""2""}",2018-01-24 19:46:45,2018-11-02 21:06:44,,15,43,"Radio Room, 2nd Floor",,142351,2,,,,,
84,10740,10740,mnt-142352,Mechanical Room - Humidity - HMD,True,5126,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Mechanical Room"",""device_location_note"":"""",""vendor_device_id"":""142352"",""vendor_id"":""2""}",2018-01-24 19:46:45,2018-11-02 21:06:44,,15,43,Mechanical Room,,142352,2,,,,,
85,10741,10741,mnt-142353,Cafeteria - Humidity - HMD,True,5126,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Cafeteria"",""device_location_note"":"""",""vendor_device_id"":""142353"",""vendor_id"":""2""}",2018-01-24 19:46:45,2018-11-02 21:06:45,,15,43,Cafeteria,,142353,2,,,,,
86,10742,10742,mnt-142354,2nd Floor Hall - Humidity - HMD,True,5126,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""2nd Floor Hall near Lego Room"",""device_location_note"":"""",""vendor_device_id"":""142354"",""vendor_id"":""2""}",2018-01-24 19:46:46,2018-11-02 21:06:45,,15,43,2nd Floor Hall near Lego Room,,142354,2,,,,,
87,10743,10743,mnt-142355,Room 211 - Humidity - HMD,True,5126,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room 211"",""device_location_note"":"""",""vendor_device_id"":""142355"",""vendor_id"":""2""}",2018-01-24 19:46:46,2018-11-02 21:06:46,,15,43,Room 211,,142355,2,,,,,
88,10745,10745,mnt-142363,Gymnasium - Humidity - HMD,True,5126,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Gymnasium"",""device_location_note"":"""",""vendor_device_id"":""142363"",""vendor_id"":""2""}",2018-01-24 19:46:46,2018-11-02 21:06:46,,15,43,Gymnasium,,142363,2,,,,,
89,10748,10748,mnt-142368,**Inactive** AHU-3 - Water,False,5126,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""AHU 3"",""device_location_note"":"""",""vendor_device_id"":""142368"",""vendor_id"":""2""}",2018-01-24 19:46:47,2019-01-18 13:36:57,,120,4,AHU 3,,142368,2,,,,,
90,10749,10749,mnt-142375,P-1 and P-2 - Water,True,5126,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Between Pumps P-1 and P-2"",""device_location_note"":"""",""vendor_device_id"":""142375"",""vendor_id"":""2""}",2018-01-24 19:46:47,2018-11-02 21:06:47,,120,4,Between Pumps P-1 and P-2,,142375,2,,,,,
91,10750,10750,mnt-142376,**Inactive** AHU-6 - Water,False,5126,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""AHU 6"",""device_location_note"":"""",""vendor_device_id"":""142376"",""vendor_id"":""2""}",2018-01-24 19:46:48,2019-01-18 13:37:19,,120,4,AHU 6,,142376,2,,,,,
92,10751,10751,mnt-142377,**Inactive** AHU-2 - Water,False,5126,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""AHU 2"",""device_location_note"":"""",""vendor_device_id"":""142377"",""vendor_id"":""2""}",2018-01-24 19:46:48,2019-01-18 13:37:40,,120,4,AHU 2,,142377,2,,,,,
93,10752,10752,mnt-142379,**Inactive** AHU-1 - Water,False,5126,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""AHU 1"",""device_location_note"":"""",""vendor_device_id"":""142379"",""vendor_id"":""2""}",2018-01-24 19:46:48,2019-01-18 13:38:03,,120,4,AHU 1,,142379,2,,,,,
94,10753,10753,mnt-142380,**Inactive** AHU-7 Condensate - Water,False,5126,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""AHU 7"",""device_location_note"":"""",""vendor_device_id"":""142380"",""vendor_id"":""2""}",2018-01-24 19:46:48,2019-01-18 13:36:16,,120,4,AHU 7,,142380,2,,,,,
95,10754,10754,mnt-142387,P-3 Pump - Water,True,5126,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Beneath Pump P-3"",""device_location_note"":"""",""vendor_device_id"":""142387"",""vendor_id"":""2""}",2018-01-24 19:46:49,2018-11-02 21:06:49,,120,4,Beneath Pump P-3,,142387,2,,,,,
96,10755,10755,mnt-148682,Gateway - Mechanical Room - New,True,5126,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""148682"",""vendor_id"":""2""}",2018-01-24 19:46:49,2018-11-02 21:06:50,,15,0,,,148682,2,,,,,
97,10757,10757,mnt-95123,Kitchen - Repeater,True,5126,186,0,"{""Heartbeat"":""10"",""application_id"":""45"",""device_location"":""Kitchen"",""device_location_note"":"""",""vendor_device_id"":""95123"",""vendor_id"":""2""}",2018-01-24 19:46:49,2018-11-02 21:06:50,,10,45,Kitchen,,95123,2,,,,,
98,10758,10758,mnt-141391,Pump #2 - Water,True,5127,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Pump 2"",""device_location_note"":"""",""vendor_device_id"":""141391"",""vendor_id"":""2""}",2018-01-24 19:46:50,2018-11-02 21:06:51,,120,4,Pump 2,,141391,2,,,,,
99,10759,10759,mnt-141392,Therma-Mister Water Heater - Water,True,5127,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Therma-Mister Water Heater"",""device_location_note"":"""",""vendor_device_id"":""141392"",""vendor_id"":""2""}",2018-01-24 19:46:50,2018-11-02 21:06:51,,120,4,Therma-Mister Water Heater,,141392,2,,,,,
100,10761,10761,mnt-141895,Walk-In Freezer 3 - Temperature - WFT,True,5127,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Walk-In Freezer 3"",""device_location_note"":""Hello"",""vendor_device_id"":""141895"",""vendor_id"":""2""}",2018-01-24 19:46:50,2018-11-02 21:06:52,,15,2,Walk-In Freezer 3,Hello,141895,2,,,,,
101,10762,10762,mnt-141905,Walk-In Refrigerator 1 - Temperature - WRT,True,5127,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Walk-In Fridge 1"",""device_location_note"":"""",""vendor_device_id"":""141905"",""vendor_id"":""2""}",2018-01-24 19:46:51,2018-11-02 21:06:53,,15,2,Walk-In Fridge 1,,141905,2,,,,,
102,10763,10763,mnt-141906,Walk-In Freezer 4 - Temperature - WFT,True,5127,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Walk-In Freezer 4"",""device_location_note"":"""",""vendor_device_id"":""141906"",""vendor_id"":""2""}",2018-01-24 19:46:51,2018-11-02 21:06:53,,15,2,Walk-In Freezer 4,,141906,2,,,,,
103,10764,10764,mnt-149218,CGW2 Verizon - 149218 E3,True,5127,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":""Classroom"",""device_location_note"":""Classroooom123"",""vendor_device_id"":""149218"",""vendor_id"":""2""}",2018-01-24 19:46:51,2018-11-02 21:06:53,,15,0,Classroom,Classroooom123,149218,2,,,,,
104,10765,10765,mnt-149289,CGW2 Verizon - 149289 H3,True,5127,187,0,"{""Heartbeat"":""15"",""application_id"":""0"",""device_location"":""Baptismal"",""device_location_note"":""Hallway"",""vendor_device_id"":""149289"",""vendor_id"":""2""}",2018-01-24 19:46:51,2018-11-02 21:06:54,,15,0,Baptismal,Hallway,149289,2,,,,,
105,10766,10766,mnt-157295,Music Room - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Stairwell"",""device_location_note"":""Under the stairwell"",""vendor_device_id"":""157295"",""vendor_id"":""2""}",2018-01-24 19:46:52,2018-11-02 21:06:54,,15,43,Stairwell,Under the stairwell,157295,2,,,,,
106,10767,10767,mnt-157307,Room D5 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room D1"",""device_location_note"":"""",""vendor_device_id"":""157307"",""vendor_id"":""2""}",2018-01-24 19:46:52,2018-11-02 21:06:55,,15,43,Room D1,,157307,2,,,,,
107,10768,10768,mnt-157318,Room H4 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room H4"",""device_location_note"":"""",""vendor_device_id"":""157318"",""vendor_id"":""2""}",2018-01-24 19:46:52,2018-11-02 21:06:55,,15,43,Room H4,,157318,2,,,,,
108,10769,10769,mnt-157321,Room A4 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room A4"",""device_location_note"":"""",""vendor_device_id"":""157321"",""vendor_id"":""2""}",2018-01-24 19:46:52,2018-11-02 21:06:56,,15,43,Room A4,,157321,2,,,,,
109,10770,10770,mnt-157322,Room E5 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room E5"",""device_location_note"":"""",""vendor_device_id"":""157322"",""vendor_id"":""2""}",2018-01-24 19:46:53,2018-11-02 21:06:56,,15,43,Room E5,,157322,2,,,,,
110,10771,10771,mnt-157323,Room B1 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room B1"",""device_location_note"":"""",""vendor_device_id"":""157323"",""vendor_id"":""2""}",2018-01-24 19:46:53,2018-11-02 21:06:57,,15,43,Room B1,,157323,2,,,,,
111,10772,10772,mnt-157324,Auditorium/Stage - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Auditorium/Stage"",""device_location_note"":"""",""vendor_device_id"":""157324"",""vendor_id"":""2""}",2018-01-24 19:46:53,2018-11-02 21:06:57,,15,43,Auditorium/Stage,,157324,2,,,,,
112,10773,10773,mnt-157331,Room A1 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room A1"",""device_location_note"":"""",""vendor_device_id"":""157331"",""vendor_id"":""2""}",2018-01-24 19:46:53,2018-11-02 21:06:57,,15,43,Room A1,,157331,2,,,,,
113,10774,10774,mnt-157332,Room D7 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room D7"",""device_location_note"":"""",""vendor_device_id"":""157332"",""vendor_id"":""2""}",2018-01-24 19:46:54,2018-11-02 21:06:58,,15,43,Room D7,,157332,2,,,,,
114,10775,10775,mnt-157333,Room D1 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room D1"",""device_location_note"":"""",""vendor_device_id"":""157333"",""vendor_id"":""2""}",2018-01-24 19:46:54,2018-11-02 21:06:58,,15,43,Room D1,,157333,2,,,,,
115,10776,10776,mnt-157358,Room E1 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room E1"",""device_location_note"":"""",""vendor_device_id"":""157358"",""vendor_id"":""2""}",2018-01-24 19:46:54,2018-11-02 21:06:59,,15,43,Room E1,,157358,2,,,,,
116,10777,10777,mnt-157360,Room F5 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room F5"",""device_location_note"":"""",""vendor_device_id"":""157360"",""vendor_id"":""2""}",2018-01-24 19:46:54,2018-11-02 21:06:59,,15,43,Room F5,,157360,2,,,,,
117,10778,10778,mnt-157361,Room H1 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room H1"",""device_location_note"":"""",""vendor_device_id"":""157361"",""vendor_id"":""2""}",2018-01-24 19:46:55,2018-11-02 21:07:00,,15,43,Room H1,,157361,2,,,,,
118,10779,10779,mnt-157362,Room C4 - Humidity - HMD,True,5127,183,0,"{""Heartbeat"":""15"",""application_id"":""43"",""device_location"":""Room C4"",""device_location_note"":"""",""vendor_device_id"":""157362"",""vendor_id"":""2""}",2018-01-24 19:46:55,2018-11-02 21:07:00,,15,43,Room C4,,157362,2,,,,,
119,10780,10780,mnt-193364,Walk-In Refrigerator 2 - Temperature - WRT,True,5127,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Walk-In Refrigerator 2"",""device_location_note"":"""",""vendor_device_id"":""193364"",""vendor_id"":""2""}",2018-01-24 19:46:55,2018-11-02 21:07:01,,15,2,Walk-In Refrigerator 2,,193364,2,,,,,
120,10781,10781,mnt-360143,Boiler 1 - Return - Temperature - HBR,True,5127,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Boiler 1 Return"",""device_location_note"":"""",""vendor_device_id"":""360143"",""vendor_id"":""2""}",2018-01-24 19:46:55,2018-11-02 21:07:01,,15,2,Boiler 1 Return,,360143,2,,,,,
121,10782,10782,mnt-360160,Boiler 1 - Supply - Temperature - HBS,True,5127,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Boiler 1 Supply"",""device_location_note"":"""",""vendor_device_id"":""360160"",""vendor_id"":""2""}",2018-01-24 19:46:56,2018-11-02 21:07:01,,15,2,Boiler 1 Supply,,360160,2,,,,,
122,10783,10783,mnt-360167,Hot Water Heater 1 - Output - Temperature - WDT,True,5127,177,0,"{""Heartbeat"":""15"",""application_id"":""2"",""device_location"":""Hot Water Heater 1 Output"",""device_location_note"":"""",""vendor_device_id"":""360167"",""vendor_id"":""2""}",2018-01-24 19:46:56,2018-11-02 21:07:02,,15,2,Hot Water Heater 1 Output,,360167,2,,,,,
123,10784,10784,mnt-360232,Hot Water Heater 1 - Water,True,5127,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Hot Water Heater 1 "",""device_location_note"":"""",""vendor_device_id"":""360232"",""vendor_id"":""2""}",2018-01-24 19:46:56,2018-11-02 21:07:02,,120,4,Hot Water Heater 1 ,,360232,2,,,,,
124,10785,10785,mnt-360239,Boiler 1 - Water,True,5127,188,0,"{""Heartbeat"":""120"",""application_id"":""4"",""device_location"":""Boiler 1"",""device_location_note"":"""",""vendor_device_id"":""360239"",""vendor_id"":""2""}",2018-01-24 19:46:56,2018-11-02 21:07:03,,120,4,Boiler 1,,360239,2,,,,,
125,10786,10786,mnt-360274,Pump 1 - Pump Motor - Vibration,True,5127,193,0,"{""Heartbeat"":""15"",""application_id"":""95"",""device_location"":""Pump Motor"",""device_location_note"":"""",""vendor_device_id"":""360274"",""vendor_id"":""2""}",2018-01-24 19:46:57,2018-11-02 21:07:03,,15,95,Pump Motor,,360274,2,,,,,
126,10787,10787,mnt-360279,Pump 2 - Pump Motor - Vibration,True,5127,193,0,"{""Heartbeat"":""15"",""application_id"":""95"",""device_location"":"""",""device_location_note"":"""",""vendor_device_id"":""360279"",""vendor_id"":""2""}",2018-01-24 19:46:57,2018-11-02 21:07:04,,15,95,,,360279,2,,,,,
